[INFO ] [2021-08-04 11:42:00,643] Pre-condition - Step 01: Open Browser: 'firefox' and navigate to 'http://demo.guru99.com/v4'
[INFO ] [2021-08-04 15:08:48,862] New_Customer_Name cannot be empty - Step 04: Verify warning message is dispayed with 'Customer name must not be blank'
[INFO ] [2021-08-04 15:08:49,118] OS name = windows 10
[INFO ] [2021-08-04 15:08:52,825] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-08-04 15:53:47,133] Pre-condition - Step 01: Open Browser: 'chrome' and navigate to 'http://demo.guru99.com/v4'
[INFO ] [2021-08-04 15:53:59,713] Pre-condition - Step 02: Get current Url
[INFO ] [2021-08-04 15:53:59,731] Pre-condition - Step 03: Click to 'here' link
[INFO ] [2021-08-04 15:54:01,860] Pre-condition - Step 04: Enter to 'Email ID' textbox
[INFO ] [2021-08-04 15:54:02,176] Pre-condition - Step 05: Click to 'Submit' button
[INFO ] [2021-08-04 15:54:02,995] Pre-condition - Step 06: Get 'User ID' value
[INFO ] [2021-08-04 15:54:03,073] Pre-condition - Step 07: Get 'Password' value
[INFO ] [2021-08-04 15:54:03,130] Pre-condition - Step 08: Back to LoginPage
[INFO ] [2021-08-04 15:54:04,004] Pre-condition - Step 09: Enter to 'UserID' textbox
[INFO ] [2021-08-04 15:54:04,157] Pre-condition - Step 10: Enter to 'Password' textbox
[INFO ] [2021-08-04 15:54:04,287] Pre-condition - Step 11: Click to 'Login' button
[INFO ] [2021-08-04 15:54:05,369] Pre-condition - Step 12: Verify login success message is displayed
[INFO ] [2021-08-04 15:54:05,575] New_Customer_Name cannot be empty - Step 01: Click to 'New Customer' Link
[INFO ] [2021-08-04 15:54:06,231] New_Customer_Name cannot be empty - Step 02: Input blank value to 'Customer Name' textbox
[INFO ] [2021-08-04 15:54:06,362] New_Customer_Name cannot be empty - Step 03: Press key TAB to 'Customer Name' textbox
[INFO ] [2021-08-04 15:54:06,584] New_Customer_Name cannot be empty - Step 04: Verify warning message is displayed with 'Customer name must not be blank'
[INFO ] [2021-08-04 15:54:06,828] New_Customer_Name cannot have special charater - Step 01:  Input to 'Customer Name' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 15:54:06,959] New_Customer_Name cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 15:54:07,031] New_Customer_City cannot have special charater - Step 01:  Input to 'City' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 15:54:07,231] New_Customer_City cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 15:54:07,294] OS name = windows 10
[INFO ] [2021-08-04 15:54:08,615] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-08-04 15:55:01,557] Pre-condition - Step 01: Open Browser: 'chrome' and navigate to 'http://demo.guru99.com/v4'
[INFO ] [2021-08-04 15:55:08,715] Pre-condition - Step 02: Get current Url
[INFO ] [2021-08-04 15:55:08,722] Pre-condition - Step 03: Click to 'here' link
[INFO ] [2021-08-04 15:55:10,549] Pre-condition - Step 04: Enter to 'Email ID' textbox
[INFO ] [2021-08-04 15:55:10,870] Pre-condition - Step 05: Click to 'Submit' button
[INFO ] [2021-08-04 15:55:11,757] Pre-condition - Step 06: Get 'User ID' value
[INFO ] [2021-08-04 15:55:11,814] Pre-condition - Step 07: Get 'Password' value
[INFO ] [2021-08-04 15:55:11,865] Pre-condition - Step 08: Back to LoginPage
[INFO ] [2021-08-04 15:55:12,776] Pre-condition - Step 09: Enter to 'UserID' textbox
[INFO ] [2021-08-04 15:55:12,925] Pre-condition - Step 10: Enter to 'Password' textbox
[INFO ] [2021-08-04 15:55:13,051] Pre-condition - Step 11: Click to 'Login' button
[INFO ] [2021-08-04 15:55:14,145] Pre-condition - Step 12: Verify login success message is displayed
[INFO ] [2021-08-04 15:55:14,363] New_Customer_Name cannot be empty - Step 01: Click to 'New Customer' Link
[INFO ] [2021-08-04 15:55:15,080] New_Customer_Name cannot be empty - Step 02: Input blank value to 'Customer Name' textbox
[INFO ] [2021-08-04 15:55:15,213] New_Customer_Name cannot be empty - Step 03: Press key TAB to 'Customer Name' textbox
[INFO ] [2021-08-04 15:55:15,440] New_Customer_Name cannot be empty - Step 04: Verify warning message is displayed with 'Customer name must not be blank'
[INFO ] [2021-08-04 15:55:15,657] New_Customer_Name cannot be numeric - Step 01:  Input numeric to 'Customer Name' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 15:55:15,814] New_Customer_Name cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 15:55:15,886] New_Customer_Name cannot have special charater - Step 01:  Input to 'Customer Name' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 15:55:16,020] New_Customer_Name cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 15:55:16,086] New_Customer_Name cannot have first character as blank space - Step 01:  Input to 'Customer Name' textbox with value: ' anhtran'
[INFO ] [2021-08-04 15:55:16,190] New_Customer_Name cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 15:55:16,237] New_Customer_Address cannot be empty - Step 01: Input blank value to 'Address' textarea
[INFO ] [2021-08-04 15:55:16,342] New_Customer_Address cannot be empty - Step 02: Press key TAB to 'Address' textarea
[INFO ] [2021-08-04 15:55:16,502] New_Customer_Address cannot be empty - Step 03: Verify warning message is displayed with 'Address Field must not be blank'
[INFO ] [2021-08-04 15:55:16,560] New_Customer_Address cannot be empty - Step 01: Input to 'Address' textarea with value: ' anhtran1996'
[INFO ] [2021-08-04 15:55:16,660] New_Customer_Address cannot be empty - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 15:55:16,707] New_Customer_City cannot be empty - Step 01: Input blank value to 'City' textbox
[INFO ] [2021-08-04 15:55:16,814] New_Customer_Name cannot be empty - Step 02: Press key TAB to 'City' textbox
[INFO ] [2021-08-04 15:55:16,998] New_Customer_Name cannot be empty - Step 03: Verify warning message is displayed with 'City Field must not be blank'
[INFO ] [2021-08-04 15:55:17,070] New_Customer_City cannot be numeric - Step 01:  Input numeric to 'City' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 15:55:17,177] New_Customer_City cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 15:55:17,254] New_Customer_City cannot have special charater - Step 01:  Input to 'City' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 15:55:17,364] New_Customer_City cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 15:55:17,409] New_Customer_City cannot have first character as blank space - Step 01:  Input to 'Customer Name' textbox with value: ' anhtran'
[INFO ] [2021-08-04 15:55:17,520] New_Customer_City cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 15:55:17,561] OS name = windows 10
[INFO ] [2021-08-04 15:55:18,803] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-08-04 16:50:47,800] Pre-condition - Step 01: Open Browser: 'chrome' and navigate to 'http://demo.guru99.com/v4'
[INFO ] [2021-08-04 16:50:56,202] Pre-condition - Step 02: Get current Url
[INFO ] [2021-08-04 16:50:56,209] Pre-condition - Step 03: Click to 'here' link
[INFO ] [2021-08-04 16:50:58,247] Pre-condition - Step 04: Enter to 'Email ID' textbox
[INFO ] [2021-08-04 16:50:58,472] Pre-condition - Step 05: Click to 'Submit' button
[INFO ] [2021-08-04 16:50:59,357] Pre-condition - Step 06: Get 'User ID' value
[INFO ] [2021-08-04 16:50:59,419] Pre-condition - Step 07: Get 'Password' value
[INFO ] [2021-08-04 16:50:59,472] Pre-condition - Step 08: Back to LoginPage
[INFO ] [2021-08-04 16:51:00,367] Pre-condition - Step 09: Enter to 'UserID' textbox
[INFO ] [2021-08-04 16:51:00,513] Pre-condition - Step 10: Enter to 'Password' textbox
[INFO ] [2021-08-04 16:51:00,638] Pre-condition - Step 11: Click to 'Login' button
[INFO ] [2021-08-04 16:51:01,741] Pre-condition - Step 12: Verify login success message is displayed
[INFO ] [2021-08-04 16:51:01,933] New_Customer_Name cannot be empty - Step 01: Click to 'New Customer' Link
[INFO ] [2021-08-04 16:51:02,489] New_Customer_Name cannot be empty - Step 02: Input blank value to 'Customer Name' textbox
[INFO ] [2021-08-04 16:51:02,623] New_Customer_Name cannot be empty - Step 03: Press key TAB to 'Customer Name' textbox
[INFO ] [2021-08-04 16:51:02,813] New_Customer_Name cannot be empty - Step 04: Verify warning message is displayed with 'Customer name must not be blank'
[INFO ] [2021-08-04 16:51:03,123] New_Customer_Name cannot be numeric - Step 01:  Input numeric to 'Customer Name' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:51:03,280] New_Customer_Name cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:51:03,349] New_Customer_Name cannot have special charater - Step 01:  Input to 'Customer Name' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:51:03,458] New_Customer_Name cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:51:03,507] New_Customer_Name cannot have first character as blank space - Step 01:  Input to 'Customer Name' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:51:03,617] New_Customer_Name cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:03,664] New_Customer_Address cannot be empty - Step 01: Input blank value to 'Address' textarea
[INFO ] [2021-08-04 16:51:03,781] New_Customer_Address cannot be empty - Step 02: Press key TAB to 'Address' textarea
[INFO ] [2021-08-04 16:51:03,945] New_Customer_Address cannot be empty - Step 03: Verify warning message is displayed with 'Address Field must not be blank'
[INFO ] [2021-08-04 16:51:04,012] New_Customer_Address cannot be empty - Step 01: Input to 'Address' textarea with value: ' anhtran1996'
[INFO ] [2021-08-04 16:51:04,114] New_Customer_Address cannot be empty - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:04,156] New_Customer_City cannot be empty - Step 01: Input blank value to 'City' textbox
[INFO ] [2021-08-04 16:51:04,264] New_Customer_Name cannot be empty - Step 02: Press key TAB to 'City' textbox
[INFO ] [2021-08-04 16:51:04,427] New_Customer_Name cannot be empty - Step 03: Verify warning message is displayed with 'City Field must not be blank'
[INFO ] [2021-08-04 16:51:04,504] New_Customer_City cannot be numeric - Step 01:  Input numeric to 'City' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:51:04,608] New_Customer_City cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:51:04,665] New_Customer_City cannot have special charater - Step 01:  Input to 'City' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:51:04,769] New_Customer_City cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:51:04,822] New_Customer_City cannot have first character as blank space - Step 01:  Input to 'City' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:51:04,935] New_Customer_City cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:04,976] New_Customer_State cannot be empty - Step 01: Input blank value to 'State' textbox
[INFO ] [2021-08-04 16:51:05,104] New_Customer_State cannot be empty - Step 02: Press key TAB to 'State' textbox
[INFO ] [2021-08-04 16:51:05,269] New_Customer_State cannot be empty - Step 03: Verify warning message is displayed with 'State must not be blank'
[INFO ] [2021-08-04 16:51:05,345] New_Customer_State cannot be numeric - Step 01:  Input numeric to 'State' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:51:05,453] New_Customer_State cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:51:05,495] New_Customer_State cannot have special charater - Step 01:  Input to 'State' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:51:05,596] New_Customer_State cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:51:05,637] New_Customer_State cannot have first character as blank space - Step 01:  Input to 'State' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:51:05,762] New_Customer_State cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:05,805] New_Customer_Pin cannot be empty - Step 01: Input blank value to 'Pin' textbox
[INFO ] [2021-08-04 16:51:05,909] New_Customer_Pin cannot be empty - Step 02: Press key TAB to 'Pin' textbox
[INFO ] [2021-08-04 16:51:06,089] New_Customer_Pin cannot be empty - Step 03: Verify warning message is displayed with 'State must not be blank'
[INFO ] [2021-08-04 16:51:06,161] New_Customer_Pin must be numeric - Step 01:  Input numeric to 'Pin' textbox with value: '123pin'
[INFO ] [2021-08-04 16:51:06,284] New_Customer_Pin must be numeric - Step 02: Verify warning message is displayed with 'Characters are not allowed'
[INFO ] [2021-08-04 16:51:06,476] New_Customer_Pin cannot have special charater - Step 01:  Input to 'Pin' textbox with value: '@#anh'
[INFO ] [2021-08-04 16:51:06,602] New_Customer_Pin cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:51:06,647] New_Customer_Pin cannot have first character as blank space - Step 01:  Input to 'Pin ' textbox with value: ' 123'
[INFO ] [2021-08-04 16:51:06,740] New_Customer_Pin cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:06,790] New_Customer_Pin cannot have blank space - Step 01:  Input to 'Pin' textbox with value: '123 34'
[INFO ] [2021-08-04 16:51:06,886] New_Customer_Pin cannot have blank space - Step 02: Verify warning message is displayed with 'Characters are not allowed'
[INFO ] [2021-08-04 16:51:06,928] New_Customer_Pin must have 6 digits - Step 01:  Input to 'Pin' textbox with value: '123 34'
[INFO ] [2021-08-04 16:51:07,022] New_Customer_Pin must have 6 digits - Step 02: Verify warning message is displayed with 'PIN Code must have 6 Digits'
[INFO ] [2021-08-04 16:51:07,066] New_Customer_Pin cannot have first character as blank space - Step 01:  Input to 'State' textbox with value: ' 123'
[INFO ] [2021-08-04 16:51:07,169] New_Customer_Pin cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:07,211] New_Customer_Mobile Number cannot be empty - Step 01: Input blank value to 'Mobile Number' textbox
[INFO ] [2021-08-04 16:51:07,324] New_Customer_Mobile Number cannot be empty - Step 02: Press key TAB to 'Mobile Number' textbox
[INFO ] [2021-08-04 16:51:07,502] New_Customer_Mobile Number cannot be empty - Step 03: Verify warning message is displayed with 'Mobile no must not be blank'
[INFO ] [2021-08-04 16:51:07,565] New_Customer_Mobile Number cannot have first character as blank space - Step 01:  Input to 'Mobile Number' textbox with value: ' 123'
[INFO ] [2021-08-04 16:51:07,654] New_Customer_Mobile Number cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:51:07,700] New_Customer_Mobile Number cannot have blank space - Step 01:  Input to 'Mobile_Number' textbox with value: '123 34'
[INFO ] [2021-08-04 16:51:07,802] New_Customer_Mobile Number cannot have blank space - Step 02: Verify warning message is displayed with 'Characters are not allowed'
[INFO ] [2021-08-04 16:51:07,843] New_Customer_Mobile Numbercannot have special charater - Step 01:  Input to 'Mobile Number' textbox with value: '8888$3#'
[INFO ] [2021-08-04 16:51:07,943] New_Customer_Mobile Number cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:51:07,993] New_Customer_Email cannot be empty - Step 01: Input blank value to 'Email' textbox
[INFO ] [2021-08-04 16:51:08,101] New_Customer_Email cannot be empty - Step 02: Press key TAB to 'Email-ID must not be blank' textbox
[INFO ] [2021-08-04 16:51:08,251] New_Customer_Email cannot be empty - Step 03: Verify warning message is displayed with 'Email-ID must not be blank'
[INFO ] [2021-08-04 16:51:08,321] New_Customer_Email must be in correct format - Step 01:  Input numeric to 'Email' textbox with value: 'anhtran@'
[INFO ] [2021-08-04 16:51:08,428] New_Customer_Pin must be in correct format - Step 02: Verify warning message is displayed with 'Email-ID is not valid'
[INFO ] [2021-08-04 16:51:08,467] New_Customer_Email cannot have blank space - Step 01:  Input to 'Email' textbox with value: 'atran99 @gmai'
[INFO ] [2021-08-04 16:51:08,575] New_Customer_Email cannot have blank space - Step 02: Verify warning message is displayed with 'Email-ID is not valid'
[INFO ] [2021-08-04 16:51:08,615] New_Customer Verify all fields label - Step 01: Verify all fields are displayed as requirment
[INFO ] [2021-08-04 16:51:08,663]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,706]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,745]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,786]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,826]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,874]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,918]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:08,966]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:09,008]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:09,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-04 16:51:09,051] OS name = windows 10
[INFO ] [2021-08-04 16:51:10,232] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-08-04 16:52:51,089] Pre-condition - Step 01: Open Browser: 'chrome' and navigate to 'http://demo.guru99.com/v4'
[INFO ] [2021-08-04 16:52:57,231] Pre-condition - Step 02: Get current Url
[INFO ] [2021-08-04 16:52:57,236] Pre-condition - Step 03: Click to 'here' link
[INFO ] [2021-08-04 16:52:59,129] Pre-condition - Step 04: Enter to 'Email ID' textbox
[INFO ] [2021-08-04 16:52:59,427] Pre-condition - Step 05: Click to 'Submit' button
[INFO ] [2021-08-04 16:53:00,356] Pre-condition - Step 06: Get 'User ID' value
[INFO ] [2021-08-04 16:53:00,412] Pre-condition - Step 07: Get 'Password' value
[INFO ] [2021-08-04 16:53:00,470] Pre-condition - Step 08: Back to LoginPage
[INFO ] [2021-08-04 16:53:01,378] Pre-condition - Step 09: Enter to 'UserID' textbox
[INFO ] [2021-08-04 16:53:01,561] Pre-condition - Step 10: Enter to 'Password' textbox
[INFO ] [2021-08-04 16:53:01,705] Pre-condition - Step 11: Click to 'Login' button
[INFO ] [2021-08-04 16:53:02,842] Pre-condition - Step 12: Verify login success message is displayed
[INFO ] [2021-08-04 16:53:03,049] New_Customer_Name cannot be empty - Step 01: Click to 'New Customer' Link
[INFO ] [2021-08-04 16:53:03,545] New_Customer_Name cannot be empty - Step 02: Input blank value to 'Customer Name' textbox
[INFO ] [2021-08-04 16:53:03,658] New_Customer_Name cannot be empty - Step 03: Press key TAB to 'Customer Name' textbox
[INFO ] [2021-08-04 16:53:03,849] New_Customer_Name cannot be empty - Step 04: Verify warning message is displayed with 'Customer name must not be blank'
[INFO ] [2021-08-04 16:53:04,079] New_Customer_Name cannot be numeric - Step 01:  Input numeric to 'Customer Name' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:53:04,207] New_Customer_Name cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:53:04,290] New_Customer_Name cannot have special charater - Step 01:  Input to 'Customer Name' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:53:04,422] New_Customer_Name cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:53:04,474] New_Customer_Name cannot have first character as blank space - Step 01:  Input to 'Customer Name' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:53:04,595] New_Customer_Name cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:04,646] New_Customer_Address cannot be empty - Step 01: Input blank value to 'Address' textarea
[INFO ] [2021-08-04 16:53:04,755] New_Customer_Address cannot be empty - Step 02: Press key TAB to 'Address' textarea
[INFO ] [2021-08-04 16:53:04,931] New_Customer_Address cannot be empty - Step 03: Verify warning message is displayed with 'Address Field must not be blank'
[INFO ] [2021-08-04 16:53:04,992] New_Customer_Address cannot be empty - Step 01: Input to 'Address' textarea with value: ' anhtran1996'
[INFO ] [2021-08-04 16:53:05,091] New_Customer_Address cannot be empty - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:05,137] New_Customer_City cannot be empty - Step 01: Input blank value to 'City' textbox
[INFO ] [2021-08-04 16:53:05,245] New_Customer_Name cannot be empty - Step 02: Press key TAB to 'City' textbox
[INFO ] [2021-08-04 16:53:05,405] New_Customer_Name cannot be empty - Step 03: Verify warning message is displayed with 'City Field must not be blank'
[INFO ] [2021-08-04 16:53:05,475] New_Customer_City cannot be numeric - Step 01:  Input numeric to 'City' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:53:05,583] New_Customer_City cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:53:05,639] New_Customer_City cannot have special charater - Step 01:  Input to 'City' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:53:05,754] New_Customer_City cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:53:05,799] New_Customer_City cannot have first character as blank space - Step 01:  Input to 'City' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:53:05,898] New_Customer_City cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:05,943] New_Customer_State cannot be empty - Step 01: Input blank value to 'State' textbox
[INFO ] [2021-08-04 16:53:06,063] New_Customer_State cannot be empty - Step 02: Press key TAB to 'State' textbox
[INFO ] [2021-08-04 16:53:06,248] New_Customer_State cannot be empty - Step 03: Verify warning message is displayed with 'State must not be blank'
[INFO ] [2021-08-04 16:53:06,309] New_Customer_State cannot be numeric - Step 01:  Input numeric to 'State' textbox with value: 'anhtran123'
[INFO ] [2021-08-04 16:53:06,412] New_Customer_State cannot be numeric - Step 02: Verify warning message is displayed with 'Numbers are not allowed'
[INFO ] [2021-08-04 16:53:06,457] New_Customer_State cannot have special charater - Step 01:  Input to 'State' textbox with value: 'anhtran@#'
[INFO ] [2021-08-04 16:53:06,560] New_Customer_State cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:53:06,604] New_Customer_State cannot have first character as blank space - Step 01:  Input to 'State' textbox with value: ' anhtran'
[INFO ] [2021-08-04 16:53:06,716] New_Customer_State cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:06,758] New_Customer_Pin cannot be empty - Step 01: Input blank value to 'Pin' textbox
[INFO ] [2021-08-04 16:53:06,873] New_Customer_Pin cannot be empty - Step 02: Press key TAB to 'Pin' textbox
[INFO ] [2021-08-04 16:53:07,054] New_Customer_Pin cannot be empty - Step 03: Verify warning message is displayed with 'PIN Code must not be blank'
[INFO ] [2021-08-04 16:53:07,137] New_Customer_Pin must be numeric - Step 01:  Input numeric to 'Pin' textbox with value: '123pin'
[INFO ] [2021-08-04 16:53:07,253] New_Customer_Pin must be numeric - Step 02: Verify warning message is displayed with 'Characters are not allowed'
[INFO ] [2021-08-04 16:53:07,443] New_Customer_Pin cannot have special charater - Step 01:  Input to 'Pin' textbox with value: '@#anh'
[INFO ] [2021-08-04 16:53:07,541] New_Customer_Pin cannot have special charater - Step 02: Verify warning message is displayed with 'Special characters are not allowed'
[INFO ] [2021-08-04 16:53:07,588] New_Customer_Pin cannot have first character as blank space - Step 01:  Input to 'Pin ' textbox with value: ' 123'
[INFO ] [2021-08-04 16:53:07,683] New_Customer_Pin cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:07,723] New_Customer_Pin cannot have blank space - Step 01:  Input to 'Pin' textbox with value: '123 34'
[INFO ] [2021-08-04 16:53:07,819] New_Customer_Pin cannot have blank space - Step 02: Verify warning message is displayed with 'Characters are not allowed'
[INFO ] [2021-08-04 16:53:07,859] New_Customer_Pin must have 6 digits - Step 01:  Input to 'Pin' textbox with value: '1234'
[INFO ] [2021-08-04 16:53:07,951] New_Customer_Pin must have 6 digits - Step 02: Verify warning message is displayed with 'PIN Code must have 6 Digits'
[INFO ] [2021-08-04 16:53:07,994] New_Customer_Pin cannot have first character as blank space - Step 01:  Input to 'State' textbox with value: ' 123'
[INFO ] [2021-08-04 16:53:08,099] New_Customer_Pin cannot have first character as blank space - Step 02: Verify warning message is displayed with 'First character can not have space'
[INFO ] [2021-08-04 16:53:08,140] New_Customer_Mobile Number cannot be empty - Step 01: Input blank value to 'Mobile Number' textbox
